the_date,winner,total_wins,win_share
2025-02-19,Spectrum,87.0,19.333333333333332
2025-02-19,Comcast,62.0,13.777777777777779
2025-02-19,T-Mobile FWA,55.0,12.222222222222221
2025-02-19,AT&T,41.0,9.11111111111111
2025-02-19,Verizon FWA,32.0,7.111111111111111
2025-02-19,Frontier,21.0,4.666666666666667
2025-02-19,Cox Communications,18.0,4.0
2025-02-19,Verizon,16.0,3.5555555555555554
2025-02-19,Altice,15.0,3.3333333333333335
2025-02-19,CenturyLink,13.0,2.888888888888889
2025-02-19,Brightspeed,8.0,1.7777777777777777
2025-02-19,Google Fiber,8.0,1.7777777777777777
2025-02-19,WOW!,7.0,1.5555555555555556
2025-02-19,Horry,6.0,1.3333333333333333
2025-02-19,Starlink,6.0,1.3333333333333333
2025-02-19,Mediacom,6.0,1.3333333333333333
2025-02-19,Cable One,4.0,0.8888888888888888
2025-02-19,TDS Telecom,4.0,0.8888888888888888
2025-02-19,Windstream,3.0,0.6666666666666666
2025-02-19,Service Electric,3.0,0.6666666666666666
2025-02-19,Hughes,3.0,0.6666666666666666
2025-02-19,Consolidated,3.0,0.6666666666666666
2025-02-19,Shentel,2.0,0.4444444444444444
2025-02-19,Wyyerd Communications,2.0,0.4444444444444444
2025-02-19,Cincinnati Bell,2.0,0.4444444444444444
2025-02-19,Allo Communications,2.0,0.4444444444444444
2025-02-19,Conexon Connect,2.0,0.4444444444444444
2025-02-19,Astound Broadband,2.0,0.4444444444444444
2025-02-19,Hotwire Fision,2.0,0.4444444444444444
2025-02-19,Ezee Fiber,2.0,0.4444444444444444
2025-02-19,Ziply Fiber,2.0,0.4444444444444444
2025-02-19,Lumos,1.0,0.2222222222222222
2025-02-19,GoNetspeed,1.0,0.2222222222222222
2025-02-19,Metronet,1.0,0.2222222222222222
2025-02-19,Midcontinent,1.0,0.2222222222222222
2025-02-19,C Spire Fiber,1.0,0.2222222222222222
2025-02-19,Pavlov Media,1.0,0.2222222222222222
2025-02-19,Armstrong,1.0,0.2222222222222222
2025-02-19,Bluepeak,1.0,0.2222222222222222
2025-02-19,Rise Broadband,1.0,0.2222222222222222
2025-02-19,Atlantic Broadband,1.0,0.2222222222222222
2025-02-19,Vyve Broadband,1.0,0.2222222222222222
2025-02-19,Sonic,0.0,0.0
2025-02-19,Point Broadband,0.0,0.0
2025-02-20,Spectrum,203.0,18.076580587711486
2025-02-20,Comcast,173.0,15.405164737310775
2025-02-20,AT&T,136.0,12.110418521816563
2025-02-20,T-Mobile FWA,118.0,10.507569011576136
2025-02-20,Verizon FWA,73.0,6.500445235975067
2025-02-20,Frontier,63.0,5.609973285841496
2025-02-20,Verizon,47.0,4.1852181656277825
2025-02-20,Cox Communications,40.0,3.5618878005342833
2025-02-20,Altice,37.0,3.2947462154942118
2025-02-20,CenturyLink,34.0,3.0276046304541406
2025-02-20,Starlink,20.0,1.7809439002671417
2025-02-20,Metronet,15.0,1.335707925200356
2025-02-20,Windstream,15.0,1.335707925200356
2025-02-20,Brightspeed,15.0,1.335707925200356
2025-02-20,Google Fiber,14.0,1.2466607301869992
2025-02-20,Astound Broadband,14.0,1.2466607301869992
2025-02-20,Cable One,12.0,1.068566340160285
2025-02-20,Mediacom,9.0,0.8014247551202137
2025-02-20,Ziply Fiber,7.0,0.6233303650934996
2025-02-20,TDS Telecom,7.0,0.6233303650934996
2025-02-20,Atlantic Broadband,7.0,0.6233303650934996
2025-02-20,Service Electric,6.0,0.5342831700801425
2025-02-20,Hughes,6.0,0.5342831700801425
2025-02-20,Cincinnati Bell,5.0,0.4452359750667854
2025-02-20,Hotwire Fision,5.0,0.4452359750667854
2025-02-20,WOW!,5.0,0.4452359750667854
2025-02-20,Allo Communications,4.0,0.3561887800534283
2025-02-20,Consolidated,4.0,0.3561887800534283
2025-02-20,GoNetspeed,3.0,0.26714158504007124
2025-02-20,Lumos,3.0,0.26714158504007124
2025-02-20,Horry,3.0,0.26714158504007124
2025-02-20,Armstrong,2.0,0.17809439002671415
2025-02-20,Midcontinent,2.0,0.17809439002671415
2025-02-20,Buckeye,2.0,0.17809439002671415
2025-02-20,Conexon Connect,2.0,0.17809439002671415
2025-02-20,Vexus Fiber,2.0,0.17809439002671415
2025-02-20,Wyyerd Communications,2.0,0.17809439002671415
2025-02-20,Vyve Broadband,1.0,0.08904719501335707
2025-02-20,C Spire Fiber,1.0,0.08904719501335707
2025-02-20,Bluepeak,1.0,0.08904719501335707
2025-02-20,Sonic,1.0,0.08904719501335707
2025-02-20,Surf Internet,1.0,0.08904719501335707
2025-02-20,i3 Broadband,1.0,0.08904719501335707
2025-02-20,Ezee Fiber,1.0,0.08904719501335707
2025-02-20,IdeaTek,1.0,0.08904719501335707
2025-02-20,Shentel,0.0,0.0
2025-02-20,Point Broadband,0.0,0.0
2025-02-20,Rise Broadband,0.0,0.0
2025-02-20,Pavlov Media,0.0,0.0
2025-02-21,Comcast,251.0,17.040054310930074
2025-02-21,Spectrum,249.0,16.90427698574338
2025-02-21,AT&T,187.0,12.695179904955872
2025-02-21,T-Mobile FWA,162.0,10.9979633401222
2025-02-21,Verizon FWA,119.0,8.078750848608282
2025-02-21,Frontier,63.0,4.276985743380855
2025-02-21,Cox Communications,61.0,4.141208418194162
2025-02-21,Verizon,56.0,3.801765105227427
2025-02-21,CenturyLink,44.0,2.9871011541072643
2025-02-21,Altice,32.0,2.1724372029871013
2025-02-21,Starlink,29.0,1.9687712152070604
2025-02-21,Windstream,22.0,1.4935505770536321
2025-02-21,Brightspeed,20.0,1.3577732518669383
2025-02-21,Google Fiber,16.0,1.0862186014935507
2025-02-21,Metronet,11.0,0.7467752885268161
2025-02-21,Hotwire Fision,10.0,0.6788866259334692
2025-02-21,Cincinnati Bell,10.0,0.6788866259334692
2025-02-21,TDS Telecom,10.0,0.6788866259334692
2025-02-21,Atlantic Broadband,9.0,0.6109979633401222
2025-02-21,Mediacom,9.0,0.6109979633401222
2025-02-21,Astound Broadband,9.0,0.6109979633401222
2025-02-21,Service Electric,9.0,0.6109979633401222
2025-02-21,Hughes,8.0,0.5431093007467753
2025-02-21,Cable One,7.0,0.47522063815342835
2025-02-21,WOW!,7.0,0.47522063815342835
2025-02-21,Consolidated,5.0,0.3394433129667346
2025-02-21,Ziply Fiber,5.0,0.3394433129667346
2025-02-21,Allo Communications,4.0,0.27155465037338766
2025-02-21,Conexon Connect,4.0,0.27155465037338766
2025-02-21,Lumos,4.0,0.27155465037338766
2025-02-21,Horry,4.0,0.27155465037338766
2025-02-21,Ezee Fiber,3.0,0.20366598778004075
2025-02-21,Midcontinent,3.0,0.20366598778004075
2025-02-21,GoNetspeed,3.0,0.20366598778004075
2025-02-21,C Spire Fiber,3.0,0.20366598778004075
2025-02-21,Bluepeak,3.0,0.20366598778004075
2025-02-21,Armstrong,3.0,0.20366598778004075
2025-02-21,Vyve Broadband,3.0,0.20366598778004075
2025-02-21,Shentel,2.0,0.13577732518669383
2025-02-21,Vexus Fiber,2.0,0.13577732518669383
2025-02-21,Rise Broadband,2.0,0.13577732518669383
2025-02-21,Pavlov Media,2.0,0.13577732518669383
2025-02-21,Buckeye,2.0,0.13577732518669383
2025-02-21,IdeaTek,1.0,0.06788866259334692
2025-02-21,Sonic,1.0,0.06788866259334692
2025-02-21,Surf Internet,1.0,0.06788866259334692
2025-02-21,Wyyerd Communications,1.0,0.06788866259334692
2025-02-21,Point Broadband,1.0,0.06788866259334692
2025-02-21,i3 Broadband,1.0,0.06788866259334692
2025-02-22,Spectrum,546.0,17.1267252195734
2025-02-22,Comcast,542.0,17.00125470514429
2025-02-22,T-Mobile FWA,369.0,11.57465495608532
2025-02-22,AT&T,344.0,10.790464240903388
2025-02-22,Verizon FWA,226.0,7.089084065244667
2025-02-22,Frontier,141.0,4.422835633626097
2025-02-22,Verizon,128.0,4.015056461731493
2025-02-22,Cox Communications,121.0,3.795483061480552
2025-02-22,Altice,105.0,3.2936010037641155
2025-02-22,CenturyLink,97.0,3.042659974905897
2025-02-22,Starlink,52.0,1.631116687578419
2025-02-22,Brightspeed,43.0,1.3488080301129235
2025-02-22,Windstream,42.0,1.3174404015056462
2025-02-22,Metronet,33.0,1.0351317440401506
2025-02-22,Google Fiber,31.0,0.972396486825596
2025-02-22,Cable One,31.0,0.972396486825596
2025-02-22,Mediacom,30.0,0.9410288582183187
2025-02-22,Consolidated,27.0,0.8469259723964868
2025-02-22,Hotwire Fision,22.0,0.6900878293601004
2025-02-22,TDS Telecom,22.0,0.6900878293601004
2025-02-22,Astound Broadband,21.0,0.6587202007528231
2025-02-22,Hughes,19.0,0.5959849435382685
2025-02-22,Ziply Fiber,17.0,0.533249686323714
2025-02-22,Atlantic Broadband,17.0,0.533249686323714
2025-02-22,WOW!,16.0,0.5018820577164367
2025-02-22,Midcontinent,12.0,0.37641154328732745
2025-02-22,C Spire Fiber,11.0,0.3450439146800502
2025-02-22,Shentel,10.0,0.3136762860727729
2025-02-22,Cincinnati Bell,9.0,0.2823086574654956
2025-02-22,Lumos,8.0,0.25094102885821834
2025-02-22,GoNetspeed,8.0,0.25094102885821834
2025-02-22,Service Electric,7.0,0.21957340025094102
2025-02-22,Horry,7.0,0.21957340025094102
2025-02-22,Bluepeak,7.0,0.21957340025094102
2025-02-22,Vyve Broadband,6.0,0.18820577164366373
2025-02-22,IdeaTek,6.0,0.18820577164366373
2025-02-22,Point Broadband,6.0,0.18820577164366373
2025-02-22,Armstrong,6.0,0.18820577164366373
2025-02-22,i3 Broadband,6.0,0.18820577164366373
2025-02-22,Wyyerd Communications,5.0,0.15683814303638646
2025-02-22,Conexon Connect,5.0,0.15683814303638646
2025-02-22,Sonic,5.0,0.15683814303638646
2025-02-22,Allo Communications,4.0,0.12547051442910917
2025-02-22,Surf Internet,4.0,0.12547051442910917
2025-02-22,Buckeye,4.0,0.12547051442910917
2025-02-22,Ezee Fiber,4.0,0.12547051442910917
2025-02-22,Rise Broadband,3.0,0.09410288582183186
2025-02-22,Vexus Fiber,2.0,0.06273525721455459
2025-02-22,Pavlov Media,1.0,0.03136762860727729
2025-02-22,Greenlight Networks (NY),0.0,0.0
2025-02-23,Comcast,682.0,19.41360660404213
2025-02-23,Spectrum,637.0,18.132650156561343
2025-02-23,AT&T,375.0,10.67463706233988
2025-02-23,T-Mobile FWA,365.0,10.389980074010817
2025-02-23,Verizon FWA,226.0,6.433247936236834
2025-02-23,Frontier,150.0,4.269854824935952
2025-02-23,Cox Communications,129.0,3.672075149444919
2025-02-23,Verizon,127.0,3.6151437517791063
2025-02-23,CenturyLink,110.0,3.1312268716196985
2025-02-23,Altice,99.0,2.8181041844577286
2025-02-23,Starlink,83.0,2.3626530031312267
2025-02-23,Brightspeed,46.0,1.309422146313692
2025-02-23,Windstream,40.0,1.138627953316254
2025-02-23,Cable One,36.0,1.0247651579846284
2025-02-23,Google Fiber,35.0,0.9962994591517221
2025-02-23,Mediacom,31.0,0.8824366638200968
2025-02-23,Consolidated,25.0,0.7116424708226587
2025-02-23,Astound Broadband,24.0,0.6831767719897524
2025-02-23,TDS Telecom,23.0,0.654711073156846
2025-02-23,Cincinnati Bell,21.0,0.5977796754910333
2025-02-23,Hotwire Fision,21.0,0.5977796754910333
2025-02-23,WOW!,19.0,0.5408482778252206
2025-02-23,Metronet,18.0,0.5123825789923142
2025-02-23,Hughes,18.0,0.5123825789923142
2025-02-23,Service Electric,16.0,0.4554511813265016
2025-02-23,Ziply Fiber,14.0,0.39851978366068885
2025-02-23,Shentel,13.0,0.3700540848277825
2025-02-23,Midcontinent,12.0,0.3415883859948762
2025-02-23,Atlantic Broadband,12.0,0.3415883859948762
2025-02-23,Armstrong,10.0,0.2846569883290635
2025-02-23,Wyyerd Communications,9.0,0.2561912894961571
2025-02-23,Lumos,8.0,0.2277255906632508
2025-02-23,Conexon Connect,8.0,0.2277255906632508
2025-02-23,Vyve Broadband,7.0,0.19925989183034443
2025-02-23,Point Broadband,7.0,0.19925989183034443
2025-02-23,GoNetspeed,7.0,0.19925989183034443
2025-02-23,Bluepeak,6.0,0.1707941929974381
2025-02-23,Surf Internet,6.0,0.1707941929974381
2025-02-23,Allo Communications,6.0,0.1707941929974381
2025-02-23,Sonic,5.0,0.14232849416453175
2025-02-23,IdeaTek,5.0,0.14232849416453175
2025-02-23,Vexus Fiber,4.0,0.1138627953316254
2025-02-23,C Spire Fiber,4.0,0.1138627953316254
2025-02-23,Horry,4.0,0.1138627953316254
2025-02-23,Rise Broadband,3.0,0.08539709649871904
2025-02-23,Ezee Fiber,3.0,0.08539709649871904
2025-02-23,i3 Broadband,3.0,0.08539709649871904
2025-02-23,Greenlight Networks (NY),1.0,0.02846569883290635
2025-02-23,Buckeye,0.0,0.0
2025-02-24,Comcast,501.0,18.8558524651863
2025-02-24,Spectrum,467.0,17.576213774934136
2025-02-24,AT&T,321.0,12.081294693263079
2025-02-24,T-Mobile FWA,279.0,10.500564546480994
2025-02-24,Verizon FWA,154.0,5.796010538200979
2025-02-24,Verizon,107.0,4.027098231087693
2025-02-24,Frontier,105.0,3.951825366955213
2025-02-24,Cox Communications,102.0,3.8389160707564924
2025-02-24,Altice,80.0,3.0109145652992098
2025-02-24,CenturyLink,74.0,2.785095972901769
2025-02-24,Starlink,50.0,1.881821603312006
2025-02-24,Google Fiber,42.0,1.5807301467820851
2025-02-24,Brightspeed,32.0,1.204365826119684
2025-02-24,Windstream,29.0,1.0914565299209635
2025-02-24,Metronet,24.0,0.9032743695897629
2025-02-24,Consolidated,23.0,0.8656379375235228
2025-02-24,Cable One,22.0,0.8280015054572827
2025-02-24,Astound Broadband,21.0,0.7903650733910426
2025-02-24,Cincinnati Bell,21.0,0.7903650733910426
2025-02-24,Mediacom,19.0,0.7150922092585623
2025-02-24,Ziply Fiber,17.0,0.6398193451260821
2025-02-24,TDS Telecom,16.0,0.602182913059842
2025-02-24,Atlantic Broadband,15.0,0.5645464809936018
2025-02-24,Hughes,12.0,0.45163718479488146
2025-02-24,Hotwire Fision,11.0,0.41400075272864134
2025-02-24,WOW!,11.0,0.41400075272864134
2025-02-24,Vexus Fiber,10.0,0.3763643206624012
2025-02-24,Vyve Broadband,10.0,0.3763643206624012
2025-02-24,Service Electric,9.0,0.3387278885961611
2025-02-24,Midcontinent,9.0,0.3387278885961611
2025-02-24,Shentel,8.0,0.301091456529921
2025-02-24,Conexon Connect,6.0,0.22581859239744073
2025-02-24,C Spire Fiber,5.0,0.1881821603312006
2025-02-24,Wyyerd Communications,5.0,0.1881821603312006
2025-02-24,Rise Broadband,5.0,0.1881821603312006
2025-02-24,Sonic,4.0,0.1505457282649605
2025-02-24,Horry,4.0,0.1505457282649605
2025-02-24,Bluepeak,3.0,0.11290929619872037
2025-02-24,Ezee Fiber,3.0,0.11290929619872037
2025-02-24,GoNetspeed,3.0,0.11290929619872037
2025-02-24,Point Broadband,3.0,0.11290929619872037
2025-02-24,i3 Broadband,3.0,0.11290929619872037
2025-02-24,Greenlight Networks (NY),2.0,0.07527286413248024
2025-02-24,IdeaTek,2.0,0.07527286413248024
2025-02-24,Lumos,2.0,0.07527286413248024
2025-02-24,Buckeye,2.0,0.07527286413248024
2025-02-24,Armstrong,2.0,0.07527286413248024
2025-02-24,Pavlov Media,1.0,0.03763643206624012
2025-02-24,Allo Communications,1.0,0.03763643206624012
2025-02-24,Surf Internet,0.0,0.0
2025-02-25,Spectrum,604.0,17.48191027496382
2025-02-25,Comcast,602.0,17.424023154848047
2025-02-25,AT&T,406.0,11.75108538350217
2025-02-25,T-Mobile FWA,361.0,10.44862518089725
2025-02-25,Verizon FWA,223.0,6.4544138929088275
2025-02-25,Frontier,141.0,4.081041968162084
2025-02-25,Verizon,137.0,3.9652677279305353
2025-02-25,Cox Communications,121.0,3.5021707670043414
2025-02-25,Altice,119.0,3.444283646888567
2025-02-25,CenturyLink,99.0,2.8654124457308248
2025-02-25,Starlink,79.0,2.2865412445730824
2025-02-25,Brightspeed,48.0,1.3892908827785817
2025-02-25,Google Fiber,48.0,1.3892908827785817
2025-02-25,Windstream,47.0,1.3603473227206946
2025-02-25,Cable One,38.0,1.0998552821997105
2025-02-25,Metronet,34.0,0.984081041968162
2025-02-25,Atlantic Broadband,26.0,0.7525325615050651
2025-02-25,Mediacom,25.0,0.723589001447178
2025-02-25,Astound Broadband,24.0,0.6946454413892909
2025-02-25,Hughes,22.0,0.6367583212735166
2025-02-25,Hotwire Fision,22.0,0.6367583212735166
2025-02-25,TDS Telecom,22.0,0.6367583212735166
2025-02-25,Cincinnati Bell,18.0,0.5209840810419681
2025-02-25,WOW!,17.0,0.492040520984081
2025-02-25,Consolidated,16.0,0.4630969609261939
2025-02-25,Midcontinent,12.0,0.3473227206946454
2025-02-25,Ziply Fiber,12.0,0.3473227206946454
2025-02-25,Lumos,11.0,0.3183791606367583
2025-02-25,Vyve Broadband,10.0,0.2894356005788712
2025-02-25,Conexon Connect,9.0,0.26049204052098407
2025-02-25,Point Broadband,8.0,0.23154848046309695
2025-02-25,Shentel,7.0,0.20260492040520983
2025-02-25,Service Electric,7.0,0.20260492040520983
2025-02-25,Sonic,7.0,0.20260492040520983
2025-02-25,Ezee Fiber,7.0,0.20260492040520983
2025-02-25,Horry,7.0,0.20260492040520983
2025-02-25,Armstrong,6.0,0.1736613603473227
2025-02-25,Allo Communications,6.0,0.1736613603473227
2025-02-25,Vexus Fiber,5.0,0.1447178002894356
2025-02-25,Bluepeak,5.0,0.1447178002894356
2025-02-25,IdeaTek,5.0,0.1447178002894356
2025-02-25,Surf Internet,4.0,0.11577424023154848
2025-02-25,Buckeye,4.0,0.11577424023154848
2025-02-25,C Spire Fiber,4.0,0.11577424023154848
2025-02-25,Wyyerd Communications,4.0,0.11577424023154848
2025-02-25,Pavlov Media,4.0,0.11577424023154848
2025-02-25,Rise Broadband,4.0,0.11577424023154848
2025-02-25,GoNetspeed,3.0,0.08683068017366136
2025-02-25,i3 Broadband,3.0,0.08683068017366136
2025-02-25,Greenlight Networks (NY),2.0,0.05788712011577424
2025-02-26,Spectrum,685.0,17.470033154807446
2025-02-26,Comcast,672.0,17.13848508033665
2025-02-26,T-Mobile FWA,454.0,11.578678908441724
2025-02-26,AT&T,438.0,11.17061973986228
2025-02-26,Verizon FWA,251.0,6.401428207090028
2025-02-26,Frontier,178.0,4.5396582504463145
2025-02-26,Verizon,148.0,3.7745473093598574
2025-02-26,Cox Communications,148.0,3.7745473093598574
2025-02-26,Altice,124.0,3.1624585564906913
2025-02-26,CenturyLink,118.0,3.0094363682733998
2025-02-26,Starlink,83.0,2.1168069370058658
2025-02-26,Brightspeed,48.0,1.224177505738332
2025-02-26,Google Fiber,45.0,1.1476664116296864
2025-02-26,Cable One,45.0,1.1476664116296864
2025-02-26,Astound Broadband,42.0,1.0711553175210407
2025-02-26,Windstream,41.0,1.0456516194848253
2025-02-26,Metronet,31.0,0.7906146391226728
2025-02-26,Mediacom,30.0,0.7651109410864575
2025-02-26,Atlantic Broadband,27.0,0.6885998469778117
2025-02-26,TDS Telecom,24.0,0.612088752869166
2025-02-26,Hughes,23.0,0.5865850548329508
2025-02-26,Cincinnati Bell,23.0,0.5865850548329508
2025-02-26,Consolidated,22.0,0.5610813567967355
2025-02-26,WOW!,19.0,0.4845702626880898
2025-02-26,Ziply Fiber,17.0,0.4335628666156593
2025-02-26,Lumos,17.0,0.4335628666156593
2025-02-26,Hotwire Fision,17.0,0.4335628666156593
2025-02-26,Midcontinent,14.0,0.35705177250701353
2025-02-26,Service Electric,13.0,0.33154807447079826
2025-02-26,Armstrong,11.0,0.28054067839836777
2025-02-26,Buckeye,10.0,0.2550369803621525
2025-02-26,Vexus Fiber,9.0,0.22953328232593725
2025-02-26,Bluepeak,9.0,0.22953328232593725
2025-02-26,Horry,9.0,0.22953328232593725
2025-02-26,Shentel,8.0,0.204029584289722
