the_date,state,dma_name,winner,loser,current_wins,rolling_avg,rolling_stddev,z_score,pct_increase,is_first_appearance,is_outlier,outlier_reason
2025-04-25,North Carolina,"Charlotte, NC",T-Mobile FWA,Spectrum,14.0,4.333333333333333,3.0550504633038935,3.16415940842189,223.07692307692312,False,True,Z-Score > 1.5
2025-04-25,Florida,"Ft. Myers-Naples, FL",Comcast,CenturyLink,19.0,9.333333333333334,3.055050463303893,3.16415940842189,103.57142857142856,False,True,Z-Score > 1.5
2025-04-25,California,"Fresno-Visalia, CA",AT&T,Comcast,12.0,7.333333333333333,1.5275252316519468,3.0550504633038935,63.63636363636365,False,True,Z-Score > 1.5
2025-04-25,California,"San Diego, CA",AT&T,Comcast,10.0,2.3333333333333335,2.516611478423583,3.0464244212496006,328.5714285714285,False,True,Z-Score > 1.5
2025-04-25,New York,"New York, NY",Altice,AT&T,18.0,4.333333333333333,4.509249752822894,3.030807210913749,315.3846153846154,False,True,Z-Score > 1.5
2025-04-25,Washington,"Seattle-Tacoma, WA",CenturyLink,Comcast,16.0,11.0,1.7320508075688772,2.886751345948129,45.45454545454545,False,True,Z-Score > 1.5
2025-04-25,California,"Sacramento-Stockton-Modesto, CA",Comcast,Spectrum,16.0,7.666666666666667,2.886751345948129,2.886751345948128,108.69565217391302,False,True,Z-Score > 1.5
2025-04-25,New Hampshire,"Boston, MA",Consolidated,Atlantic Broadband,10.0,6.666666666666667,1.1547005383792517,2.886751345948128,49.99999999999999,False,True,Z-Score > 1.5
2025-04-25,New York,"New York, NY",Altice,Spectrum,30.0,9.0,7.54983443527075,2.781517949836592,233.33333333333334,False,True,Z-Score > 1.5
2025-04-25,Georgia,"Atlanta, GA",AT&T,Spectrum,28.0,16.0,4.358898943540674,2.7529888064467407,75.0,False,True,Z-Score > 1.5
2025-04-25,Arizona,"Phoenix, AZ",Cox Communications,Spectrum,24.0,9.0,5.5677643628300215,2.694079530401624,166.66666666666669,False,True,Z-Score > 1.5
2025-04-25,Missouri,"St. Louis, MO",Spectrum,Comcast,12.0,3.0,3.4641016151377544,2.598076211353316,300.0,False,True,Z-Score > 1.5
2025-04-25,Texas,"Houston, TX",Comcast,T-Mobile FWA,15.0,7.666666666666667,2.886751345948129,2.540341184434353,95.65217391304347,False,True,Z-Score > 1.5
2025-04-25,New York,"New York, NY",Verizon,Spectrum,22.0,11.0,4.358898943540674,2.523573072576179,100.0,False,True,Z-Score > 1.5
2025-04-25,Ohio,"Cleveland-Akron, OH",Spectrum,Windstream,10.0,3.6666666666666665,2.516611478423583,2.5166114784235836,172.72727272727275,False,True,Z-Score > 1.5
2025-04-25,Oregon,"Portland, OR",CenturyLink,Comcast,12.0,4.333333333333333,3.055050463303893,2.5095057377139125,176.92307692307693,False,True,Z-Score > 1.5
2025-04-25,New Jersey,"New York, NY",Verizon,AT&T,13.0,4.0,3.605551275463989,2.4961508830135313,225.0,False,True,Z-Score > 1.5
2025-04-25,Florida,"Tampa-St. Petersburg, FL",T-Mobile FWA,Spectrum,18.0,10.333333333333334,3.214550253664318,2.3849888978799783,74.19354838709677,False,True,Z-Score > 1.5
2025-04-25,Pennsylvania,"Wilkes Barre-Scranton-Hazleton, PA",Service Electric,Comcast,13.0,5.333333333333333,3.2145502536643185,2.3849888978799783,143.75000000000003,False,True,Z-Score > 1.5
2025-04-25,Hawaii,"Honolulu, HI",Cincinnati Bell,Spectrum,13.0,6.0,3.0,2.3333333333333335,116.66666666666667,False,True,Z-Score > 1.5
2025-04-25,Texas,"San Antonio, TX",Spectrum,AT&T,12.0,13.333333333333334,0.5773502691896258,-2.309401076758504,-10.000000000000004,False,True,Z-Score > 1.5
2025-04-25,Illinois,"Chicago, IL",AT&T,Comcast,27.0,7.0,8.660254037844387,2.309401076758503,285.7142857142857,False,True,Z-Score > 1.5
2025-04-25,Florida,"Tampa-St. Petersburg, FL",Spectrum,Comcast,38.0,19.666666666666668,8.082903768654761,2.2681617718163865,93.22033898305084,False,True,Z-Score > 1.5
2025-04-25,Michigan,"Detroit, MI",Comcast,T-Mobile FWA,15.0,10.333333333333334,2.0816659994661326,2.24179415327122,45.16129032258064,False,True,Z-Score > 1.5
2025-04-25,Florida,"Miami-Ft. Lauderdale, FL",AT&T,Spectrum,11.0,4.666666666666667,2.886751345948129,2.1939310229205775,135.7142857142857,False,True,Z-Score > 1.5
2025-04-25,California,"San Francisco-Oakland-San Jose, CA",Verizon FWA,Comcast,10.0,6.666666666666667,1.5275252316519465,2.1821789023599236,49.99999999999999,False,True,Z-Score > 1.5
2025-04-25,South Carolina,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",Spectrum,AT&T,10.0,4.666666666666667,2.516611478423583,2.11925177130407,114.28571428571428,False,True,Z-Score > 1.5
2025-04-25,Nevada,"Las Vegas, NV",Cox Communications,CenturyLink,10.0,5.666666666666667,2.0816659994661326,2.0816659994661326,76.47058823529412,False,True,Z-Score > 1.5
2025-04-25,New Jersey,"New York, NY",Comcast,Verizon,10.0,3.0,3.4641016151377544,2.0207259421636903,233.33333333333334,False,True,Z-Score > 1.5
2025-04-25,California,"San Diego, CA",Cox Communications,AT&T,12.0,5.0,3.4641016151377544,2.0207259421636903,140.0,False,True,Z-Score > 1.5
2025-04-25,New York,"Buffalo, NY",Spectrum,Comcast,15.0,5.666666666666667,4.618802153517007,2.02072594216369,164.70588235294116,False,True,Z-Score > 1.5
2025-04-25,Ohio,"Cleveland-Akron, OH",Spectrum,AT&T,16.0,11.333333333333334,2.309401076758503,2.02072594216369,41.17647058823529,False,True,Z-Score > 1.5
2025-04-25,Indiana,"Indianapolis, IN",T-Mobile FWA,Comcast,10.0,6.0,2.0,2.0,66.66666666666666,False,True,Z-Score > 1.5
2025-04-25,Illinois,"Chicago, IL",Comcast,Spectrum,36.0,11.0,13.0,1.9230769230769231,227.27272727272728,False,True,Z-Score > 1.5
2025-04-25,Florida,"Miami-Ft. Lauderdale, FL",T-Mobile FWA,Comcast,29.0,17.333333333333332,6.110100926607786,1.9094065395649338,67.30769230769232,False,True,Z-Score > 1.5
2025-04-25,North Carolina,"Raleigh-Durham, NC",Spectrum,Brightspeed,10.0,5.333333333333333,2.516611478423583,1.8543452998910614,87.50000000000001,False,True,Z-Score > 1.5
2025-04-25,Georgia,"Atlanta, GA",T-Mobile FWA,AT&T,10.0,5.333333333333333,2.516611478423583,1.8543452998910614,87.50000000000001,False,True,Z-Score > 1.5
2025-04-25,Minnesota,"Minneapolis-St. Paul, MN",Comcast,CenturyLink,15.0,4.333333333333333,5.773502691896257,1.8475208614068028,246.15384615384622,False,True,Z-Score > 1.5
2025-04-25,West Virginia,"Charleston-Huntington, WV",Frontier,Altice,11.0,4.333333333333333,3.785938897200183,1.7609018126512475,153.84615384615387,False,True,Z-Score > 1.5
2025-04-25,Michigan,"Detroit, MI",AT&T,Comcast,26.0,16.333333333333332,5.507570547286102,1.7551598447395271,59.18367346938776,False,True,Z-Score > 1.5
2025-04-25,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",Spectrum,Comcast,13.0,10.333333333333334,1.5275252316519468,1.7457431218879385,25.80645161290322,False,True,Z-Score > 1.5
2025-04-25,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Cox Communications,15.0,9.0,3.4641016151377544,1.7320508075688774,66.66666666666666,False,True,Z-Score > 1.5
2025-04-25,Pennsylvania,"Pittsburgh, PA",Verizon,Comcast,10.0,7.0,1.7320508075688772,1.7320508075688774,42.857142857142854,False,True,Z-Score > 1.5
2025-04-25,Michigan,"Detroit, MI",Comcast,AT&T,23.0,14.0,5.291502622129181,1.7008401285415224,64.28571428571429,False,True,Z-Score > 1.5
2025-04-25,Idaho,"Boise, ID",Cable One,CenturyLink,10.0,4.666666666666667,3.214550253664318,1.6591227115686804,114.28571428571428,False,True,Z-Score > 1.5
2025-04-25,Georgia,"Atlanta, GA",T-Mobile FWA,Comcast,24.0,15.666666666666666,5.033222956847166,1.655665446331305,53.19148936170214,False,True,Z-Score > 1.5
2025-04-25,New York,"New York, NY",Verizon,Altice,23.0,14.666666666666666,5.131601439446884,1.6239245061540775,56.81818181818182,False,True,Z-Score > 1.5
2025-04-25,New York,"New York, NY",Altice,Verizon,25.0,10.0,9.539392014169456,1.5724272550828775,150.0,False,True,Z-Score > 1.5
2025-04-25,New Jersey,"Philadelphia, PA",Comcast,Verizon,13.0,5.666666666666667,4.725815626252609,1.551760354888916,129.41176470588235,False,True,Z-Score > 1.5
2025-04-25,Missouri,"St. Louis, MO",Spectrum,AT&T,17.0,7.0,6.557438524302,1.5249857033260468,142.85714285714286,False,True,Z-Score > 1.5
2025-04-25,Texas,"Dallas-Ft. Worth, TX",Spectrum,AT&T,44.0,37.666666666666664,4.163331998932264,1.5212174611483287,16.814159292035406,False,True,Z-Score > 1.5
2025-04-25,Massachusetts,"Boston, MA",Comcast,Spectrum,15.0,9.666666666666666,3.5118845842842465,1.5186527932039984,55.17241379310346,False,True,Z-Score > 1.5
2025-04-25,Nevada,"Las Vegas, NV",Cox Communications,Spectrum,11.0,7.333333333333333,2.5166114784235836,1.456985592771548,50.000000000000014,False,True,Pct Increase > 30%
2025-04-25,Florida,"West Palm Beach-Ft. Pierce, FL",AT&T,Comcast,18.0,13.333333333333334,3.2145502536643185,1.451732372622595,34.99999999999999,False,True,Pct Increase > 30%
2025-04-25,Illinois,"Chicago, IL",Verizon FWA,Comcast,15.0,5.0,6.928203230275509,1.4433756729740645,200.0,False,True,Pct Increase > 30%
2025-04-25,New York,"New York, NY",Spectrum,Verizon,12.0,5.0,5.0,1.4,140.0,False,True,Pct Increase > 30%
2025-04-25,Florida,"Orlando-Daytona Beach-Melbourne, FL",T-Mobile FWA,Spectrum,15.0,10.0,3.605551275463989,1.386750490563073,50.0,False,True,Pct Increase > 30%
2025-04-25,California,"Los Angeles, CA",AT&T,Spectrum,29.0,21.666666666666668,5.773502691896258,1.2701705922171764,33.84615384615384,False,True,Pct Increase > 30%
2025-04-25,Arizona,"Phoenix, AZ",Cox Communications,CenturyLink,27.0,16.333333333333332,8.504900548115383,1.2541788826713929,65.30612244897961,False,True,Pct Increase > 30%
2025-04-25,Texas,"Austin, TX",AT&T,Spectrum,12.0,7.0,4.0,1.25,71.42857142857143,False,True,Pct Increase > 30%
2025-04-25,Michigan,"Detroit, MI",Spectrum,Comcast,13.0,8.333333333333334,3.7859388972001824,1.2326312688558732,55.99999999999999,False,True,Pct Increase > 30%
2025-04-25,Florida,"Tampa-St. Petersburg, FL",Spectrum,AT&T,13.0,7.0,5.0,1.2,85.71428571428571,False,True,Pct Increase > 30%
2025-04-25,California,"Los Angeles, CA",Verizon FWA,Spectrum,19.0,13.333333333333334,4.725815626252609,1.199087546959617,42.49999999999999,False,True,Pct Increase > 30%
2025-04-25,Oregon,"Portland, OR",Comcast,Spectrum,15.0,7.0,6.928203230275509,1.1547005383792517,114.28571428571428,False,True,Pct Increase > 30%
2025-04-25,Washington,"Seattle-Tacoma, WA",Ziply Fiber,Comcast,14.0,8.333333333333334,4.932882862316248,1.1487535432791258,67.99999999999999,False,True,Pct Increase > 30%
2025-04-25,Maryland,"Baltimore, MD",Verizon,Comcast,19.0,13.0,5.291502622129181,1.1338934190276817,46.15384615384615,False,True,Pct Increase > 30%
2025-04-25,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,11.0,5.666666666666667,4.725815626252609,1.128552985373757,94.11764705882352,False,True,Pct Increase > 30%
2025-04-25,Texas,"Houston, TX",AT&T,Spectrum,10.0,7.666666666666667,2.0816659994661326,1.12089707663561,30.43478260869565,False,True,Pct Increase > 30%
2025-04-25,Illinois,"Chicago, IL",T-Mobile FWA,Spectrum,10.0,5.0,4.58257569495584,1.091089451179962,100.0,False,True,Pct Increase > 30%
2025-04-25,Washington,"Seattle-Tacoma, WA",Comcast,Spectrum,23.0,16.666666666666668,6.027713773341707,1.0507024008577288,37.999999999999986,False,True,Pct Increase > 30%
2025-04-25,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,12.0,5.333333333333333,6.658328118479393,1.0012523486435176,125.00000000000003,False,True,Pct Increase > 30%
2025-04-25,Texas,"Dallas-Ft. Worth, TX",T-Mobile FWA,Spectrum,23.0,15.666666666666666,7.371114795831994,0.9948743896214962,46.80851063829788,False,True,Pct Increase > 30%
2025-04-25,Minnesota,"Minneapolis-St. Paul, MN",T-Mobile FWA,Comcast,10.0,5.333333333333333,4.725815626252609,0.9874838622020375,87.50000000000001,False,True,Pct Increase > 30%
2025-04-25,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Spectrum,16.0,8.666666666666666,7.505553499465135,0.9770543017055207,84.61538461538463,False,True,Pct Increase > 30%
2025-04-25,California,"San Francisco-Oakland-San Jose, CA",T-Mobile FWA,Comcast,14.0,10.333333333333334,3.785938897200183,0.9684959969581859,35.48387096774193,False,True,Pct Increase > 30%
2025-04-25,New York,"New York, NY",Verizon,AT&T,11.0,5.666666666666667,6.429100507328637,0.8295613557843401,94.11764705882352,False,True,Pct Increase > 30%
2025-04-25,New Jersey,"New York, NY",Verizon,Comcast,20.0,12.0,9.848857801796104,0.8122769321068953,66.66666666666666,False,True,Pct Increase > 30%
2025-04-25,New Jersey,"New York, NY",Comcast,Altice,10.0,5.0,6.244997998398398,0.8006407690254357,100.0,False,True,Pct Increase > 30%
2025-04-25,North Carolina,"Charlotte, NC",AT&T,Spectrum,11.0,6.666666666666667,5.507570547286102,0.7867957924694431,64.99999999999999,False,True,Pct Increase > 30%
2025-04-25,Michigan,"Detroit, MI",WOW!,Comcast,13.0,8.666666666666666,5.859465277082315,0.7395441611851468,50.000000000000014,False,True,Pct Increase > 30%
2025-04-25,New Jersey,"Philadelphia, PA",Verizon,Comcast,15.0,10.666666666666666,5.8594652770823155,0.7395441611851467,40.62500000000001,False,True,Pct Increase > 30%
2025-04-25,Illinois,"Chicago, IL",Comcast,T-Mobile FWA,12.0,6.666666666666667,7.371114795831994,0.7235450106338153,80.0,False,True,Pct Increase > 30%
2025-04-25,Florida,"Jacksonville, FL",AT&T,Comcast,12.0,6.0,8.717797887081348,0.6882472016116852,100.0,False,True,Pct Increase > 30%
2025-04-25,Missouri,"St. Louis, MO",AT&T,Spectrum,11.0,5.333333333333333,8.386497083606084,0.6756893384895896,106.25000000000003,False,True,Pct Increase > 30%
2025-04-25,Tennessee,"Nashville, TN",AT&T,Comcast,15.0,10.0,7.937253933193772,0.629940788348712,50.0,False,True,Pct Increase > 30%
2025-04-25,New Jersey,"New York, NY",Altice,Comcast,21.0,13.666666666666666,12.055427546683415,0.6083013899702643,53.65853658536586,False,True,Pct Increase > 30%
2025-04-25,Maryland,"Washington, DC",Verizon,Comcast,12.0,8.333333333333334,6.027713773341708,0.6083013899702641,43.999999999999986,False,True,Pct Increase > 30%
2025-04-25,Georgia,"Atlanta, GA",T-Mobile FWA,Spectrum,10.0,6.666666666666667,5.507570547286102,0.6052275326688024,49.99999999999999,False,True,Pct Increase > 30%
2025-04-25,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,24.0,17.0,12.12435565298214,0.5773502691896257,41.17647058823529,False,True,Pct Increase > 30%
2025-04-25,New Jersey,"New York, NY",Altice,Verizon,14.0,9.0,13.856406460551018,0.36084391824351614,55.55555555555556,False,True,Pct Increase > 30%
2025-04-25,California,"Fresno-Visalia, CA",Comcast,AT&T,24.0,7.0,0.0,,242.85714285714283,False,True,Pct Increase > 30%
2025-04-25,California,"San Diego, CA",Cox Communications,Comcast,18.0,3.0,0.0,,500.0,False,True,Pct Increase > 30%
2025-04-25,Tennessee,"Memphis, TN",AT&T,Comcast,10.0,1.0,0.0,,900.0,False,True,Pct Increase > 30%
2025-04-25,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",Comcast,AT&T,10.0,3.0,0.0,,233.33333333333334,False,True,Pct Increase > 30%
2025-04-25,Colorado,"Denver, CO",Comcast,Spectrum,24.0,12.0,0.0,,100.0,False,True,Pct Increase > 30%
2025-04-25,Texas,"Dallas-Ft. Worth, TX",Spectrum,Comcast,13.0,7.0,0.0,,85.71428571428571,False,True,Pct Increase > 30%
2025-04-25,New Jersey,"New York, NY",Comcast,AT&T,16.0,1.0,0.0,,1500.0,False,True,Pct Increase > 30%
2025-04-26,Pennsylvania,"Pittsburgh, PA",Comcast,Spectrum,21.0,0.6666666666666666,0.5773502691896258,35.218366420567165,3050.0,False,True,Z-Score > 1.5
2025-04-26,California,"San Francisco-Oakland-San Jose, CA",Comcast,CenturyLink,15.0,0.6666666666666666,0.5773502691896258,24.826061575153904,2150.0000000000005,False,True,Z-Score > 1.5
2025-04-26,New York,"New York, NY",Spectrum,Altice,16.0,1.6666666666666667,0.5773502691896258,24.826061575153904,860.0,False,True,Z-Score > 1.5
2025-04-26,Connecticut,"Hartford & New Haven, CT",Frontier,Comcast,62.0,49.333333333333336,0.5773502691896263,21.939310229205756,25.67567567567567,False,True,Z-Score > 1.5
2025-04-26,Texas,"Dallas-Ft. Worth, TX",AT&T,CenturyLink,14.0,2.3333333333333335,0.5773502691896257,20.207259421636902,499.9999999999999,False,True,Z-Score > 1.5
2025-04-26,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",T-Mobile FWA,Comcast,13.0,2.6666666666666665,0.5773502691896258,17.897858344878397,387.50000000000006,False,True,Z-Score > 1.5
2025-04-26,Georgia,"Atlanta, GA",T-Mobile FWA,AT&T,29.0,12.0,1.0,17.0,141.66666666666669,False,True,Z-Score > 1.5
2025-04-26,California,"Los Angeles, CA",Verizon FWA,Spectrum,48.0,19.0,1.7320508075688772,16.74315780649915,152.63157894736844,False,True,Z-Score > 1.5
2025-04-26,Texas,"Houston, TX",Comcast,CenturyLink,10.0,1.3333333333333333,0.5773502691896258,15.011106998930266,650.0,False,True,Z-Score > 1.5
2025-04-26,Florida,"Ft. Myers-Naples, FL",Comcast,CenturyLink,34.0,17.333333333333332,1.1547005383792517,14.433756729740644,96.15384615384616,False,True,Z-Score > 1.5
2025-04-26,Texas,"Dallas-Ft. Worth, TX",AT&T,Comcast,55.0,20.333333333333332,2.5166114784235836,13.775136513476456,170.49180327868856,False,True,Z-Score > 1.5
2025-04-26,California,"San Francisco-Oakland-San Jose, CA",AT&T,Comcast,51.0,31.0,1.7320508075688772,11.547005383792516,64.51612903225806,False,True,Z-Score > 1.5
2025-04-26,Michigan,"Detroit, MI",T-Mobile FWA,Comcast,35.0,17.666666666666668,1.5275252316519472,11.347330292271598,98.11320754716981,False,True,Z-Score > 1.5
2025-04-26,California,"Los Angeles, CA",Spectrum,CenturyLink,14.0,4.0,1.0,10.0,250.0,False,True,Z-Score > 1.5
2025-04-26,Colorado,"Denver, CO",Comcast,AT&T,27.0,4.333333333333333,2.3094010767585034,9.814954576223638,523.0769230769232,False,True,Z-Score > 1.5
2025-04-26,California,"Los Angeles, CA",Spectrum,AT&T,81.0,53.0,3.0,9.333333333333334,52.83018867924528,False,True,Z-Score > 1.5
2025-04-26,California,"Sacramento-Stockton-Modesto, CA",Comcast,AT&T,35.0,29.666666666666668,0.5773502691896255,9.237604307034013,17.977528089887635,False,True,Z-Score > 1.5
2025-04-26,Kansas,"Wichita-Hutchinson, KS Plus",T-Mobile FWA,Spectrum,12.0,6.666666666666667,0.5773502691896257,9.237604307034012,80.0,False,True,Z-Score > 1.5
2025-04-26,Florida,"Miami-Ft. Lauderdale, FL",AT&T,Spectrum,13.0,7.666666666666667,0.5773502691896257,9.237604307034012,69.56521739130434,False,True,Z-Score > 1.5
2025-04-26,North Carolina,"Raleigh-Durham, NC",Spectrum,Comcast,31.0,13.0,2.0,9.0,138.46153846153845,False,True,Z-Score > 1.5
2025-04-26,Texas,"Houston, TX",Comcast,Frontier,15.0,6.0,1.0,9.0,150.0,False,True,Z-Score > 1.5
2025-04-26,Arizona,"Phoenix, AZ",Altice,Comcast,11.0,2.0,1.0,9.0,450.0,False,True,Z-Score > 1.5
2025-04-26,New York,"New York, NY",Altice,Spectrum,60.0,7.0,6.244997998398398,8.486792151669619,757.1428571428571,False,True,Z-Score > 1.5
2025-04-26,Tennessee,"Memphis, TN",AT&T,Comcast,11.0,1.6666666666666667,1.1547005383792517,8.08290376865476,560.0,False,True,Z-Score > 1.5
2025-04-26,California,"Los Angeles, CA",Verizon FWA,AT&T,12.0,4.0,1.0,8.0,200.0,False,True,Z-Score > 1.5
2025-04-26,Florida,"Orlando-Daytona Beach-Melbourne, FL",AT&T,Spectrum,43.0,27.0,2.0,8.0,59.25925925925925,False,True,Z-Score > 1.5
2025-04-26,Texas,"San Antonio, TX",Spectrum,AT&T,33.0,24.333333333333332,1.1547005383792517,7.505553499465135,35.616438356164394,False,True,Z-Score > 1.5
2025-04-26,California,"San Francisco-Oakland-San Jose, CA",Comcast,AT&T,53.0,26.666666666666668,3.511884584284246,7.4983481664447424,98.75,False,True,Z-Score > 1.5
2025-04-26,Illinois,"Chicago, IL",T-Mobile FWA,Spectrum,21.0,2.3333333333333335,2.516611478423583,7.417381199564246,800.0,False,True,Z-Score > 1.5
2025-04-26,California,"Los Angeles, CA",Spectrum,Comcast,62.0,25.0,5.196152422706632,7.120653320005384,148.0,False,True,Z-Score > 1.5
2025-04-26,Texas,"Houston, TX",T-Mobile FWA,Spectrum,19.0,12.0,1.0,7.0,58.333333333333336,False,True,Z-Score > 1.5
2025-04-26,Michigan,"Traverse City-Cadillac, MI",Spectrum,AT&T,10.0,2.3333333333333335,1.1547005383792515,6.639528095680697,328.5714285714285,False,True,Z-Score > 1.5
2025-04-26,Florida,"Tampa-St. Petersburg, FL",Verizon FWA,Spectrum,27.0,12.333333333333334,2.309401076758503,6.3508529610858835,118.9189189189189,False,True,Z-Score > 1.5
2025-04-26,Florida,"West Palm Beach-Ft. Pierce, FL",Comcast,Spectrum,24.0,9.333333333333334,2.3094010767585034,6.350852961085883,157.1428571428571,False,True,Z-Score > 1.5
2025-04-26,Pennsylvania,"Philadelphia, PA",Astound Broadband,Comcast,15.0,5.333333333333333,1.5275252316519465,6.3283188168437805,181.25000000000003,False,True,Z-Score > 1.5
2025-04-26,Florida,"West Palm Beach-Ft. Pierce, FL",Comcast,AT&T,34.0,14.666666666666666,3.0550504633038935,6.32831881684378,131.81818181818184,False,True,Z-Score > 1.5
2025-04-26,Georgia,"Atlanta, GA",T-Mobile FWA,Spectrum,25.0,10.666666666666666,2.3094010767585034,6.206515393788476,134.37500000000003,False,True,Z-Score > 1.5
2025-04-26,Texas,"Houston, TX",Comcast,AT&T,91.0,69.0,3.605551275463989,6.10170215847752,31.88405797101449,False,True,Z-Score > 1.5
2025-04-26,Florida,"Tampa-St. Petersburg, FL",Frontier,AT&T,10.0,4.0,1.0,6.0,150.0,False,True,Z-Score > 1.5
2025-04-26,West Virginia,"Charleston-Huntington, WV",Frontier,Comcast,10.0,4.0,1.0,6.0,150.0,False,True,Z-Score > 1.5
2025-04-26,Florida,"Jacksonville, FL",T-Mobile FWA,Comcast,16.0,2.3333333333333335,2.3094010767585034,5.917840259193663,585.7142857142857,False,True,Z-Score > 1.5
2025-04-26,Florida,"Orlando-Daytona Beach-Melbourne, FL",T-Mobile FWA,AT&T,13.0,3.0,1.7320508075688772,5.773502691896258,333.33333333333337,False,True,Z-Score > 1.5
2025-04-26,Ohio,"Columbus, OH",AT&T,Spectrum,17.0,10.333333333333334,1.1547005383792517,5.773502691896256,64.51612903225805,False,True,Z-Score > 1.5
2025-04-26,Utah,"Salt Lake City, UT",Comcast,CenturyLink,15.0,6.333333333333333,1.5275252316519468,5.673665146135803,136.84210526315792,False,True,Z-Score > 1.5
2025-04-26,Indiana,"Indianapolis, IN",Comcast,AT&T,25.0,16.333333333333332,1.5275252316519465,5.673665146135803,53.06122448979593,False,True,Z-Score > 1.5
2025-04-26,South Carolina,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",T-Mobile FWA,Spectrum,14.0,2.3333333333333335,2.0816659994661326,5.60448538317805,499.9999999999999,False,True,Z-Score > 1.5
2025-04-26,Kansas,"Wichita-Hutchinson, KS Plus",T-Mobile FWA,Comcast,11.0,4.666666666666667,1.1547005383792515,5.484827557301445,135.7142857142857,False,True,Z-Score > 1.5
2025-04-26,Missouri,"Kansas City, MO",Spectrum,Google Fiber,12.0,5.666666666666667,1.1547005383792515,5.484827557301445,111.76470588235293,False,True,Z-Score > 1.5
2025-04-26,Washington,"Seattle-Tacoma, WA",T-Mobile FWA,Comcast,22.0,13.666666666666666,1.5275252316519468,5.455447255899809,60.97560975609757,False,True,Z-Score > 1.5
2025-04-26,Illinois,"Chicago, IL",Comcast,Frontier,14.0,2.6666666666666665,2.0816659994661326,5.444357229372963,425.0000000000001,False,True,Z-Score > 1.5
2025-04-26,Texas,"Houston, TX",Ezee Fiber,Comcast,24.0,10.0,2.6457513110645907,5.2915026221291805,140.0,False,True,Z-Score > 1.5
2025-04-26,Virginia,"Washington, DC",Verizon FWA,Comcast,11.0,2.0,1.7320508075688772,5.196152422706632,450.0,False,True,Z-Score > 1.5
2025-04-26,Pennsylvania,"Pittsburgh, PA",Windstream,Comcast,10.0,5.0,1.0,5.0,100.0,False,True,Z-Score > 1.5
2025-04-26,Alabama,"Birmingham, AL",AT&T,Spectrum,16.0,11.0,1.0,5.0,45.45454545454545,False,True,Z-Score > 1.5
2025-04-26,North Carolina,"Raleigh-Durham, NC",T-Mobile FWA,Spectrum,16.0,6.0,2.0,5.0,166.66666666666669,False,True,Z-Score > 1.5
2025-04-26,California,"Los Angeles, CA",Frontier,AT&T,10.0,5.0,1.0,5.0,100.0,False,True,Z-Score > 1.5
2025-04-26,North Carolina,"Charlotte, NC",Verizon FWA,Spectrum,15.0,2.0,2.6457513110645907,4.913538149119954,650.0,False,True,Z-Score > 1.5
2025-04-26,Colorado,"Denver, CO",Comcast,Spectrum,33.0,20.0,2.6457513110645907,4.913538149119954,65.0,False,True,Z-Score > 1.5
2025-04-26,Virginia,"Norfolk-Portsmouth-Newport News, VA",Verizon,Cox Communications,15.0,9.333333333333334,1.1547005383792515,4.907477288111819,60.71428571428571,False,True,Z-Score > 1.5
2025-04-26,Illinois,"Chicago, IL",Comcast,CenturyLink,24.0,4.666666666666667,4.041451884327381,4.78375937328547,414.2857142857142,False,True,Z-Score > 1.5
2025-04-26,Pennsylvania,"Pittsburgh, PA",Comcast,AT&T,13.0,2.3333333333333335,2.3094010767585034,4.618802153517005,457.1428571428571,False,True,Z-Score > 1.5
2025-04-26,Florida,"Miami-Ft. Lauderdale, FL",Comcast,Spectrum,25.0,14.333333333333334,2.3094010767585034,4.618802153517005,74.41860465116278,False,True,Z-Score > 1.5
2025-04-26,Maryland,"Washington, DC",Comcast,Verizon,16.0,4.666666666666667,2.5166114784235836,4.5034100140211475,242.85714285714283,False,True,Z-Score > 1.5
2025-04-26,California,"San Francisco-Oakland-San Jose, CA",Comcast,Cox Communications,19.0,4.666666666666667,3.2145502536643185,4.458892287340828,307.1428571428571,False,True,Z-Score > 1.5
2025-04-26,New York,"New York, NY",Altice,T-Mobile FWA,19.0,3.0,3.605551275463989,4.437601569801833,533.3333333333333,False,True,Z-Score > 1.5
2025-04-26,Colorado,"Denver, CO",Comcast,Frontier,10.0,3.3333333333333335,1.5275252316519468,4.364357804719847,199.99999999999997,False,True,Z-Score > 1.5
2025-04-26,New York,"Rochester, NY",Frontier,Spectrum,13.0,6.333333333333333,1.5275252316519468,4.364357804719847,105.26315789473686,False,True,Z-Score > 1.5
2025-04-26,Pennsylvania,"Philadelphia, PA",Verizon,Spectrum,17.0,3.3333333333333335,3.2145502536643185,4.251501948394743,409.99999999999994,False,True,Z-Score > 1.5
